 -0.18618271631228092E+01 -0.14687375569472012E+01 -0.89011861544039850E+00 -0.28320822161600595E+00  0.12832082216160050E+01  0.18901186154403975E+01  0.24687375569471999E+01  0.28618271631228080E+01
  0.18649951451746846E+00 -0.29365307953104874E+00  0.41380854799489103E+00 -0.45579412630379507E+00  0.45579412630379496E+00 -0.41380854799489103E+00  0.29365307953104891E+00 -0.18649951451746843E+00
  0.34513376113774902E+00 -0.45298519848155377E+00  0.37410833128519333E+00 -0.18902394912430126E+00 -0.18902394912430140E+00  0.37410833128519333E+00 -0.45298519848155361E+00  0.34513376113774891E+00
 -0.44139607437357004E+00  0.40906193317934270E+00  0.93449503379714610E-01 -0.35931188495409627E+00  0.35931188495409599E+00 -0.93449503379714305E-01 -0.40906193317934259E+00  0.44139607437356981E+00
 -0.38893460058891854E+00  0.20307785123478553E+00  0.42434965816818160E+00 -0.35695466156803130E+00 -0.35695466156803146E+00  0.42434965816818171E+00  0.20307785123478575E+00 -0.38893460058891882E+00
 -0.38893460058891893E+00 -0.20307785123478575E+00  0.42434965816818160E+00  0.35695466156803174E+00 -0.35695466156803124E+00 -0.42434965816818138E+00  0.20307785123478522E+00  0.38893460058891832E+00
  0.44139607437356965E+00  0.40906193317934259E+00 -0.93449503379714222E-01 -0.35931188495409588E+00 -0.35931188495409611E+00 -0.93449503379714347E-01  0.40906193317934297E+00  0.44139607437357009E+00
  0.34513376113774902E+00  0.45298519848155383E+00  0.37410833128519311E+00  0.18902394912430098E+00 -0.18902394912430140E+00 -0.37410833128519344E+00 -0.45298519848155400E+00 -0.34513376113774902E+00
 -0.18649951451746871E+00 -0.29365307953104891E+00 -0.41380854799489131E+00 -0.45579412630379534E+00 -0.45579412630379507E+00 -0.41380854799489070E+00 -0.29365307953104858E+00 -0.18649951451746805E+00
  0.50000000000000000E+00  0.15000000000000000E+01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00
  0.15000000000000000E+01  0.49999999999999983E+00  0.10000000000000000E+01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00
  0.00000000000000000E+00  0.10000000000000000E+01  0.49999999999999989E+00  0.15000000000000000E+01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00
  0.00000000000000000E+00  0.00000000000000000E+00  0.15000000000000000E+01  0.49999999999999978E+00  0.10000000000000000E+01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00
  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.10000000000000000E+01  0.49999999999999967E+00  0.15000000000000000E+01  0.00000000000000000E+00  0.00000000000000000E+00
  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.15000000000000000E+01  0.49999999999999989E+00  0.10000000000000000E+01  0.00000000000000000E+00
  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.10000000000000000E+01  0.49999999999999978E+00  0.15000000000000000E+01
  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.15000000000000000E+01  0.49999999999999989E+00
